iter	RMSE
121	0.2780106923
122	0.2753125789
123	0.2721568036
124	0.2689499381
125	0.2662143438
126	0.2636779796
127	0.2609974797
128	0.258667513
129	0.2562009137
130	0.2538306306
131	0.2516273457
132	0.2496693121
133	0.2472240724
134	0.2451013097
135	0.2433144669
136	0.2410729573
137	0.2338563723
138	0.2322688923
139	0.2301633481
140	0.2282522942
141	0.2217300861
142	0.2202564216
143	0.2182259009
144	0.2168696488
145	0.2150290388
146	0.2133470308
147	0.2073647023
148	0.2060945353
149	0.2043031862
150	0.2031351227
151	0.2021053799
152	0.2004349504
153	0.1988864755
154	0.193418883
155	0.1918316513
156	0.1908056412
157	0.1893656317
158	0.1842515553
159	0.1833138283
160	0.1819180492
161	0.180992518
162	0.176228432
163	0.175373827
164	0.1740668992
165	0.1696927873
166	0.1688073717
167	0.1648158076
168	0.1639878656
169	0.1603495519
170	0.1595495298
171	0.1587799405
172	0.1554541171
173	0.1540619677
174	0.1528299614
175	0.152066029
176	0.1489225909
177	0.1477371398
178	0.1470283935
179	0.1463503614
180	0.1434043147
181	0.1422896821
182	0.1413037337
183	0.1385448185
184	0.1376126424
185	0.1367881458
186	0.1360460702
187	0.1354009491
188	0.1347904438
189	0.1321180433
190	0.1297341471
191	0.1291090155
192	0.1282351327
193	0.1276436804
194	0.1268819263
195	0.1245875717
196	0.1238641646
197	0.1232241626
198	0.1225914826
199	0.1220421732
200	0.1215008821
201	0.1192671565
202	0.1186383043
203	0.1166057483
204	0.1159707479
205	0.1154156269
206	0.1148253276
207	0.1142906352
208	0.1123306351
209	0.1117937875
210	0.1112146285
211	0.1106618835
212	0.1101561434
213	0.1082703292
214	0.1077238982
215	0.1072097794
216	0.1067033465
217	0.1062341469
218	0.1057596271
219	0.1053169362
220	0.104891034
221	0.1044949421
222	0.1025411521
223	0.1020570585
224	0.1015959216
225	0.09978211476
226	0.09931434538
227	0.09889510738
228	0.09846710844
229	0.09676317452
230	0.09629690071
231	0.09586082738
232	0.09546542803
233	0.0950419963
234	0.09467398274
235	0.09300436787
236	0.09255690742
237	0.09219465975
238	0.09064425876
239	0.0902145778
240	0.08979713524
241	0.0893829988
242	0.08793315252
243	0.08752869751
244	0.08713448837
245	0.08674650018
246	0.08634064219
247	0.0849381919
248	0.08454698816
249	0.08415555379
250	0.08381466326
251	0.08246434126
252	0.08206924331
253	0.08169770506
254	0.0813168361
255	0.08097109912
256	0.08063307267
257	0.07930934698
258	0.07897997665
259	0.07862411186
260	0.07829947852
261	0.07703961595
262	0.07670258542
263	0.07632231621
264	0.07602235838
265	0.07484891358
266	0.07447622564
267	0.07412288309
268	0.07303723234
269	0.07271406593
270	0.07237384065
271	0.07210041882
272	0.07173230494
273	0.07066581883
274	0.070355214
275	0.07000409328
276	0.0696489171
277	0.06933099732
278	0.06828718999
279	0.06800332968
280	0.06771760948
281	0.06740885743
282	0.06640976342
283	0.06612916889
284	0.06586329439
285	0.06561816486
286	0.06540956528
287	0.0644463534
288	0.06420075348
289	0.06383582082
290	0.0634982925
291	0.06320297628
292	0.06225792666
293	0.06202487369
294	0.06167696771
295	0.06138095702
296	0.0611613023
297	0.060250339
298	0.05996257629
299	0.0597437713
300	0.05941227949
301	0.05920003973
302	0.05832744917
303	0.05803555399
304	0.05783284836
305	0.05701633595
306	0.05679779675
307	0.05660323043
308	0.05628467639
309	0.05599191579
310	0.05520227865
311	0.05499597491
312	0.05481285598
313	0.05453345699
314	0.05377359295
315	0.05359676
316	0.05340965823
317	0.05270771875
318	0.05241041033
319	0.05223324305
320	0.05189969615
321	0.05163079478
322	0.05146464707
323	0.05076090644
324	0.05059361925
325	0.05044068813
326	0.05012496438
327	0.04997877226
328	0.04970879937
329	0.0495701666
330	0.04927741132
331	0.04857585545
332	0.04843951171
333	0.04816547226
334	0.04750580577
335	0.04735893783
336	0.04722996712
337	0.0471035965
338	0.04684204665
339	0.04655124401
340	0.04590560382
341	0.04577966443
342	0.04566011954
343	0.04539649439
344	0.0451247283
345	0.04488227414
346	0.04423996953
347	0.04400401277
348	0.04387894786
349	0.04327827293
350	0.04315999296
351	0.04261878463
352	0.04250621788
353	0.04238048581
354	0.04212879178
355	0.0420203582
356	0.04173057917
357	0.04147851751
358	0.04137413758
359	0.04083437521
360	0.04057068167
361	0.04006981228
362	0.03981649795
363	0.0395932724
364	0.03948504843
365	0.03899367092
366	0.03887546371
367	0.03877816446
368	0.03868822602
369	0.03822785501
370	0.03811860269
371	0.03784576186
372	0.03775819977
373	0.03766266318
374	0.03757881845
375	0.03734056529
376	0.03708528199
377	0.03700689971
378	0.03678604175
379	0.03654960474
380	0.03606214069
381	0.03583792518
382	0.03538608782
383	0.03530049436
384	0.03508392026
385	0.03500733796
386	0.03457780587
387	0.0341966855
388	0.03409998043
389	0.03387536225
390	0.03380410895
391	0.03343453026
392	0.033344861
393	0.03313300886
394	0.03305590657
395	0.03279399432
396	0.03272040823
397	0.03265505922
398	0.03228624881
399	0.03221334037
400	0.0319759244
401	0.03191162268
402	0.03157294086
403	0.03150238572
404	0.03126653342
405	0.0312062406
406	0.03098350911
407	0.03076714646
408	0.03070498231
409	0.03035474546
410	0.03014712542
411	0.02996364259
412	0.02962242808
413	0.02939745401
414	0.0293300292
415	0.0291437186
416	0.02908340128
417	0.02875897778
418	0.0286950759
419	0.0286390083
420	0.02842425883
421	0.02823877285
422	0.0281803168
423	0.02786348327
424	0.02780811641
425	0.02775890043
426	0.0274710465
427	0.02741490653
428	0.02722384355
429	0.02700778054
430	0.02673396232
431	0.02668145506
432	0.02662863394
433	0.02643851396
434	0.02639304739
435	0.02618865739
436	0.02592152627
437	0.02587489619
438	0.02582641644
439	0.0255818706
440	0.02537950189
441	0.02533621344
442	0.02529157772
443	0.0252541633
444	0.02507619484
445	0.02482424644
446	0.0247828094
447	0.02474646961
448	0.02453887181
449	0.02436275394
450	0.02417333385
451	0.02393015655
452	0.02388767778
453	0.02384988656
454	0.02367315564
455	0.02344085483
456	0.0234046806
457	0.02323666139
458	0.02320128769
459	0.02301088803
460	0.02285460091
461	0.02262089183
462	0.02258411485
463	0.02240781074
464	0.02219896855
465	0.02216124925
466	0.02212427397
467	0.0219569091
468	0.02192405859
469	0.02177556947
470	0.0215617522
471	0.02153029807
472	0.02133884026
473	0.02130309774
474	0.02112555366
475	0.0210939394
476	0.02106581708
477	0.02090650931
478	0.0207303882
479	0.02069609071
480	0.02066769455
481	0.02049195955
482	0.02032118245
483	0.02028995268
484	0.02012559116
485	0.02009915203
486	0.01995333696
487	0.01978579832
488	0.01961190625
489	0.01946583452
490	0.0194380618
491	0.01927373322
492	0.01924731769
493	0.01921856741
494	0.01906098036
495	0.01903606625
496	0.01891269944
497	0.01888678633
498	0.01873602805
499	0.01858485499
500	0.01856010925
501	0.01841802203
502	0.01827468033
503	0.01814083115
504	0.01811709996
505	0.01795309874
506	0.01784145861
507	0.0178146534
508	0.01771330383
509	0.0176859396
510	0.0175498801
511	0.01742173301
512	0.01739577511
513	0.0172454909
514	0.01722030355
515	0.0171047659
516	0.01708093803
517	0.01699326024
518	0.01696898803
519	0.01682158161
520	0.01669082717
521	0.01657950247
522	0.01648129287
523	0.01645378265
524	0.01642994633
525	0.0164064627
526	0.01638584783
527	0.01623278979
528	0.01621257987
529	0.01607792431
530	0.01599441767
531	0.01591702541
532	0.0158243043
533	0.01580139289
534	0.01571853044
535	0.01557673897
536	0.01555514645
537	0.01548160019
538	0.01540222515
539	0.01538110976
540	0.01531007731
541	0.0152861962
542	0.01514369205
543	0.01512355638
544	0.01499770233
545	0.01497879862
546	0.01490105589
547	0.01488298808
548	0.01486573915
549	0.0148504143
550	0.01469476198
551	0.01457080319
552	0.01442786824
553	0.01436660431
554	0.01430304536
555	0.01423280064
556	0.01417799973
557	0.01415610639
558	0.0140200251
559	0.01395261136
560	0.01393204404
561	0.01380567447
562	0.01374052131
563	0.01368315648
564	0.01366296762
565	0.01354100357
566	0.0134851231
567	0.0134669336
568	0.01344849724
569	0.0134321252
570	0.01336765143
571	0.01335222588
572	0.01323523082
573	0.01309836022
574	0.01304380311
575	0.01298814392
576	0.01293916795
577	0.01292033033
578	0.01290358935
579	0.01285907256
580	0.01284347681
581	0.01282821438
582	0.01281472661
583	0.01276612885
584	0.01275363768
585	0.0127108495
586	0.01267729365
587	0.01263901575
588	0.01249478293
589	0.01236621908
590	0.01232470735
591	0.01231142452
592	0.01226784963
593	0.01214566317
594	0.01203682079
595	0.01202176341
596	0.01197685154
597	0.01193733447
598	0.0119025735
599	0.01179484551
600	0.01177979488
601	0.01176774702
602	0.01175470168
603	0.01174313052
604	0.01173308511
605	0.01169627126
606	0.0116857797
607	0.01154655778
608	0.01150098971
609	0.01146918117
610	0.01145880139
611	0.01144749833
612	0.01140760094
613	0.01129101747
614	0.01128250312
615	0.01124357952
616	0.01121151138
617	0.01120025415
618	0.01119025308
619	0.01118136685
620	0.01114669904
621	0.01111776945
622	0.01110948593
623	0.01108354691
624	0.01107575755
625	0.01106717131
626	0.01104349008
627	0.01103550671
628	0.01100535709
629	0.01087862353
630	0.01076553751
631	0.01075934286
632	0.01065887905
633	0.01053163068
634	0.01049954298
635	0.01049038812
636	0.01046120518
637	0.01043555737
638	0.01040798996
639	0.01038576463
640	0.0103662434
641	0.01034279699
642	0.01032588065
643	0.01031563335
644	0.01019618194
645	0.01017867672
646	0.01006973461
647	0.009972544083
648	0.009962794811
649	0.009942656344
650	0.009936039683
651	0.009927301584
652	0.00991955145
653	0.009799971129
654	0.00977394262
655	0.009768212984
656	0.009750024845
657	0.009650013373
658	0.009543890438
659	0.009538797581
660	0.009517135118
661	0.009507215847
662	0.009489238396
663	0.00947346128
664	0.009371505532
665	0.009350026652
666	0.009340243161
667	0.009331559131
668	0.009323849823
669	0.009317004737
670	0.009310925983
671	0.00930552685
672	0.009285235356
673	0.009281029678
674	0.009183715942
675	0.009163260642
676	0.009144725333
677	0.009128462846
678	0.009124605319
679	0.009031257658
680	0.008929498275
681	0.008913430565
682	0.008897079313
683	0.008893643505
684	0.00888662041
685	0.008872129542
686	0.008858076569
687	0.008774445251
688	0.008764335439
689	0.008755553191
690	0.00874927271
691	0.008741565933
692	0.008729717789
693	0.008719341079
694	0.008607978321
695	0.008599947223
696	0.008592827832
697	0.008581828914
698	0.008572192944
699	0.008468936139
700	0.00845897291
701	0.008452013444
702	0.008441782115
703	0.008435444135
704	0.008426542398
705	0.008418744207
706	0.008409893447
707	0.00840383722
708	0.008399727979
709	0.008394786553
710	0.008387614059
711	0.008383099833
712	0.008379734769
713	0.008376787465
714	0.008370093285
715	0.00836736756
716	0.008361353644
717	0.008357370978
718	0.008353838606
719	0.008249933587
720	0.008157052873
721	0.008066203589
722	0.008058420654
723	0.008051600569
724	0.00804744505
725	0.008037967851
726	0.008031985341
727	0.008023831403
728	0.008019811764
729	0.008016250509
730	0.00801089629
731	0.008008650287
732	0.007912076711
733	0.00783053278
734	0.007823585522
735	0.007819558607
736	0.007726454849
737	0.007718791875
738	0.007712139285
739	0.007705474559
740	0.007618053914
741	0.007610883824
742	0.007604025556
743	0.007598019451
744	0.007592759443
745	0.007509897754
746	0.007504290374
747	0.007426119929
748	0.007422428215
749	0.007420839308
750	0.007415724175
751	0.00740995681
752	0.007404950233
753	0.00740060445
754	0.007317211429
755	0.007312259996
756	0.007243946828
757	0.007238064965
758	0.007232545431
759	0.00717240167
760	0.007168273484
761	0.007163479092
762	0.007110455601
763	0.007106279109
764	0.007060080149
765	0.006964306967
766	0.006959314548
767	0.006955203321
768	0.006909823314
769	0.006902621051
770	0.006897987454
771	0.006893841424
772	0.00689013172
773	0.006886812459
774	0.006844376992
775	0.006750373809
776	0.00666629422
777	0.006661067544
778	0.006616013716
779	0.006610917749
780	0.006571130793
781	0.006487798037
782	0.006482397926
783	0.006477830526
784	0.006438563366
785	0.006433366834
786	0.006428712136
787	0.006393404409
788	0.006311253597
789	0.006237883607
790	0.006172413195
791	0.00613205214
792	0.006096929256
793	0.006066388129
794	0.005998968232
795	0.005991886309
796	0.005985541866
797	0.005925303467
798	0.005919542066
799	0.005914378998
